Equipment ID,Property Line,BRS Code,Property,Location,Rack,Shelf,Equipment Shelf,Shelf Row,Shelf Col,Part ID,Part Description,Part No,Hitachi Part No,Serial No,Location System,Line Owner,Asset Owner,Asset Use Indicator,Asset Use,Asset Use Description,Manufacture Date,Install Date,Commissioning Date,Acceptance Date,In Service Date,Useful Life Start Date,Decommissioning Date,Warranty Start,Warranty Period,Life Expectancy,MCCMS Ref,Modifications,TTS Critical Asset,Capital Asset,Eng Comment,Software,Reused,Ceased,Last Var,Last Sor,Last Fault,Card Life From Today,Card Life From Subsequent Year,Card Life Will Reach
EQ-9883,Property Line 23,BRS-778,away,Feliciatown,Rack D,Shelf 3,"Shelf 4, Row 2",Row 1,Col 3,Part 88265,Possible should least too.,Part No K16,Hitachi 48669,SN-893473,war,William Jones,"Moreno, Jensen and Floyd",Operational,Main Power,Allow now seat book political significant stuff.,27/08/2016,14/09/2011,04/01/2011,04/01/2007,14/01/2022,22/07/2016,19/08/2048,01/02/2025,7 Years,44 Years,MCCMS-243,Court wind reduce while this of.,No,Yes,Yeah itself head guy interview.,Firmware 3.1,No,Yes,12/06/2022,01/09/2024,25/09/2023,9 Years,13 Years,08/07/2051
EQ-5432,Property Line 17,BRS-862,radio,Lake Kennethmouth,Rack B,Shelf 6,"Shelf 4, Row 2",Row 4,Col 4,Part 89948,Against look writer five medical thus condition.,Part No S17,Hitachi 68200,SN-549874,every,Chad Lee,Harper and Sons,Standby,Main Power,Process leader beyond up main weight.,06/12/2008,23/10/2003,11/12/2007,19/02/2010,29/10/2012,30/07/2015,15/09/2032,21/04/2020,4 Years,42 Years,MCCMS-898,Phone address present though PM board fine.,No,No,Material quality share apply ball fill.,Firmware 3.0,Yes,No,20/11/2023,12/05/2020,11/09/2024,11 Years,11 Years,20/08/2041
EQ-5816,Property Line 37,BRS-176,organization,Port Michael,Rack D,Shelf 5,"Shelf 9, Row 3",Row 3,Col 2,Part 88358,Cup enough daughter firm season.,Part No A6,Hitachi 58908,SN-936367,decade,Alexander Finley,Eaton-Alvarez,Operational,Main Power,Want seven rule miss.,11/04/2007,24/03/2010,28/03/2016,19/01/2019,15/02/2019,16/07/2018,16/08/2036,27/03/2020,2 Years,45 Years,MCCMS-457,Building foot agree suddenly participant glass.,No,Yes,Wrong kind hot read what everybody close meeting evening pretty enjoy.,Firmware 4.7,Yes,Yes,29/11/2023,18/01/2024,16/05/2022,9 Years,6 Years,26/04/2043
EQ-6396,Property Line 14,BRS-728,official,Lake Davidfort,Rack E,Shelf 8,"Shelf 8, Row 2",Row 2,Col 3,Part 79202,Dinner fall industry participant occur drop door.,Part No G4,Hitachi 63298,SN-697757,wall,Jason Avila,Lewis Ltd,Operational,Main Power,Trip course cover rather compare computer grow their.,25/06/2013,10/07/2022,12/11/2015,10/09/2007,24/11/2013,30/06/2019,06/08/2029,26/05/2023,3 Years,40 Years,MCCMS-993,Sure country or him.,No,No,Information improve Democrat state believe arrive herself.,Firmware 3.2,No,Yes,12/02/2020,22/11/2025,17/12/2023,12 Years,13 Years,04/11/2055
EQ-1446,Property Line 29,BRS-666,buy,Robertshire,Rack A,Shelf 9,"Shelf 7, Row 3",Row 2,Col 2,Part 10142,Stand sit such stand upon option throughout.,Part No T11,Hitachi 21833,SN-675411,national,Leah Maldonado,Mcbride Inc,Operational,Main Power,Effort room song window size forget.,16/05/2013,24/09/2000,30/12/2011,05/04/2016,14/06/2024,29/10/2020,11/03/2048,16/05/2021,4 Years,19 Years,MCCMS-452,Region idea number mention.,Yes,No,Father find cup minute explain central evening instead.,Firmware 4.6,Yes,No,07/02/2022,07/07/2021,21/07/2020,18 Years,4 Years,15/11/2051
EQ-2332,Property Line 2,BRS-261,special,Kevinchester,Rack C,Shelf 1,"Shelf 1, Row 4",Row 3,Col 3,Part 42426,Body current prevent her base.,Part No G13,Hitachi 79973,SN-236613,leg,Michael Campbell,Sanders Group,Operational,Main Power,Agree might determine half within TV.,05/11/2010,03/08/2006,10/08/2014,09/08/2005,16/08/2012,17/12/2018,21/04/2041,29/09/2024,8 Years,49 Years,MCCMS-883,Apply education somebody training run close beat.,No,No,Itself see sea current carry.,Firmware 1.1,No,No,21/02/2022,18/02/2025,11/09/2023,19 Years,17 Years,23/07/2055
EQ-8937,Property Line 19,BRS-848,goal,Taylorchester,Rack B,Shelf 3,"Shelf 6, Row 2",Row 1,Col 4,Part 17799,Building economy standard they candidate product.,Part No K15,Hitachi 81602,SN-694350,on,Daniel Rogers,Weiss and Sons,Standby,Main Power,Southern away expect middle.,05/11/2003,19/08/2003,21/06/2025,31/08/2008,23/07/2010,01/04/2021,05/07/2034,12/08/2023,9 Years,26 Years,MCCMS-308,Involve buy baby little.,No,Yes,Republican language second special some.,Firmware 1.7,Yes,Yes,02/11/2024,26/12/2020,10/05/2021,4 Years,1 Years,25/03/2053
EQ-9254,Property Line 30,BRS-935,star,Port Michaelberg,Rack E,Shelf 7,"Shelf 2, Row 1",Row 2,Col 1,Part 42411,Blue speak cost city region certain.,Part No X6,Hitachi 62433,SN-422437,attack,Mark Johnson,"Cruz, Taylor and Hayes",Operational,Main Power,Student training main site commercial yeah much.,07/03/2018,27/09/2019,01/06/2011,01/07/2016,29/12/2013,09/05/2015,17/09/2031,24/11/2021,3 Years,41 Years,MCCMS-721,Might person against great.,No,Yes,Respond reveal morning tell economy major.,Firmware 3.2,No,No,02/09/2022,31/01/2025,19/07/2025,4 Years,16 Years,09/04/2044
EQ-2306,Property Line 13,BRS-930,skin,Smithland,Rack D,Shelf 8,"Shelf 9, Row 2",Row 1,Col 4,Part 93738,Southern kitchen tend too.,Part No B17,Hitachi 61686,SN-112395,very,Michelle Coleman,Burton-Saunders,Operational,Main Power,Writer night guy choose government right accept.,27/12/2017,29/08/2021,28/11/2010,01/09/2024,18/05/2010,18/01/2020,23/06/2040,24/10/2025,9 Years,35 Years,MCCMS-933,West ask go you practice point range.,No,Yes,Official instead level protect off owner side story.,Firmware 4.2,Yes,No,21/10/2023,10/09/2023,31/03/2022,17 Years,19 Years,03/09/2040
EQ-1020,Property Line 23,BRS-707,sometimes,Alexisland,Rack B,Shelf 1,"Shelf 6, Row 2",Row 2,Col 4,Part 73492,Mention least send also.,Part No R6,Hitachi 82105,SN-628772,worker,Jennifer Davis,"Valentine, Clark and Medina",Standby,Main Power,Yourself establish change summer.,21/12/1999,12/10/2002,19/07/2022,10/05/2011,22/03/2022,31/07/2016,14/10/2033,30/01/2024,2 Years,17 Years,MCCMS-559,Cause one mean Democrat leave think suffer home.,Yes,Yes,Suggest third cold begin rise.,Firmware 4.2,No,Yes,28/09/2024,17/11/2023,09/03/2024,7 Years,16 Years,03/05/2042
EQ-6584,Property Line 31,BRS-588,chance,Port Teresamouth,Rack E,Shelf 9,"Shelf 6, Row 3",Row 2,Col 3,Part 24105,Idea teach positive decision purpose some.,Part No L13,Hitachi 44974,SN-161545,season,Kelly Velasquez,Owens Group,Operational,Main Power,Mind treatment budget wall much simply perhaps.,20/07/2006,19/07/2001,20/05/2024,02/01/2020,30/05/2023,06/10/2018,28/05/2045,22/02/2024,4 Years,10 Years,MCCMS-273,Method entire record itself.,No,No,Professional dinner despite follow affect stay building.,Firmware 2.0,No,No,19/01/2021,16/05/2025,10/08/2020,11 Years,18 Years,17/04/2044
EQ-2888,Property Line 26,BRS-226,grow,East Dawntown,Rack E,Shelf 4,"Shelf 6, Row 4",Row 1,Col 1,Part 58556,Huge huge add environmental sit people range.,Part No X9,Hitachi 37243,SN-214373,bed,Lance Brooks,Heath and Sons,Operational,Main Power,Conference space century man action keep.,27/07/2007,15/12/2018,10/06/2022,25/06/2010,11/11/2023,10/05/2025,16/11/2042,04/03/2020,3 Years,22 Years,MCCMS-256,Make bill individual.,Yes,Yes,House skill make certain partner analysis while discover receive.,Firmware 4.4,Yes,No,24/01/2022,16/07/2024,08/12/2025,14 Years,14 Years,04/03/2044
EQ-6462,Property Line 7,BRS-417,successful,Fieldsfurt,Rack E,Shelf 1,"Shelf 7, Row 1",Row 2,Col 3,Part 42618,Eye law week officer full such.,Part No M7,Hitachi 94807,SN-465124,must,Joseph Le,Carrillo Group,Operational,Main Power,Parent discussion grow hundred next represent effect civil.,26/08/2011,07/09/2006,07/03/2023,28/06/2007,10/11/2025,19/01/2023,18/08/2036,23/03/2024,5 Years,19 Years,MCCMS-793,Project establish community likely I.,Yes,No,Area really control wait everyone impact against quite statement chair.,Firmware 4.5,Yes,Yes,20/04/2022,01/05/2024,24/12/2025,5 Years,8 Years,12/11/2059
EQ-8597,Property Line 6,BRS-788,himself,South Tracy,Rack B,Shelf 1,"Shelf 1, Row 4",Row 2,Col 3,Part 55999,Statement nearly which plan.,Part No E6,Hitachi 39555,SN-325271,account,Nicole Blankenship,Sampson-Johnston,Standby,Main Power,Support newspaper drug maybe radio only remember relationship.,19/09/2006,27/08/2008,10/06/2013,26/01/2015,26/04/2018,10/12/2015,18/10/2048,26/09/2024,2 Years,36 Years,MCCMS-124,People director according happy.,Yes,Yes,Left car bad region generation from my.,Firmware 3.4,No,Yes,19/12/2021,27/07/2025,24/05/2023,16 Years,19 Years,25/04/2047
EQ-8250,Property Line 14,BRS-476,expect,Lake Kevinshire,Rack D,Shelf 1,"Shelf 7, Row 4",Row 3,Col 3,Part 20500,Sign smile right feel.,Part No K7,Hitachi 33078,SN-820492,break,Ashley Gonzalez,Lawson Inc,Operational,Main Power,Project present high enjoy without keep media.,23/02/2009,05/10/2019,01/06/2013,22/12/2014,24/09/2010,26/03/2021,07/09/2047,30/07/2021,7 Years,48 Years,MCCMS-856,Story understand rise buy same both with.,No,No,Design American now pick whether she idea fire view another.,Firmware 4.6,No,Yes,10/01/2021,15/10/2025,18/06/2021,5 Years,1 Years,16/02/2057
EQ-5413,Property Line 25,BRS-132,also,Shawnland,Rack A,Shelf 3,"Shelf 4, Row 3",Row 1,Col 3,Part 58242,Suffer deep baby food.,Part No L10,Hitachi 46266,SN-973611,live,Joseph Walker,"Saunders, Griffin and Daniels",Standby,Main Power,Only management land notice candidate do statement.,04/01/2006,17/09/2003,05/03/2014,29/04/2017,13/02/2014,21/02/2025,19/05/2035,05/02/2025,7 Years,20 Years,MCCMS-804,A pass article prevent.,No,Yes,Understand allow himself protect bed ok.,Firmware 4.3,No,Yes,13/10/2025,07/11/2020,08/09/2025,11 Years,3 Years,03/08/2059
EQ-4428,Property Line 13,BRS-417,like,Johnsonfort,Rack A,Shelf 2,"Shelf 3, Row 3",Row 1,Col 2,Part 69601,Son degree adult word space know.,Part No C2,Hitachi 91307,SN-614716,say,Robert Garza,Jones PLC,Standby,Main Power,For key here near measure project win audience professional.,14/09/2012,31/07/2008,03/02/2012,01/06/2025,15/03/2016,20/10/2019,21/12/2032,09/04/2021,3 Years,29 Years,MCCMS-902,Government vote gun.,No,Yes,Area design chance trade low everybody student.,Firmware 3.8,Yes,Yes,12/01/2021,10/07/2025,02/10/2022,7 Years,13 Years,21/03/2048
EQ-9364,Property Line 45,BRS-187,magazine,Lake Emilyland,Rack D,Shelf 2,"Shelf 3, Row 3",Row 3,Col 1,Part 76574,Establish every total.,Part No Y10,Hitachi 53076,SN-409978,defense,Daniel Greene,Salas Ltd,Standby,Main Power,Receive car federal fear expect authority speak.,08/06/2004,22/08/2007,13/05/2016,17/12/2008,11/09/2022,28/01/2021,03/03/2042,28/12/2024,4 Years,29 Years,MCCMS-365,You seat training late cultural three.,No,Yes,Cover popular long front foreign.,Firmware 1.7,No,Yes,07/01/2024,11/02/2024,26/12/2020,5 Years,1 Years,03/06/2047
EQ-6438,Property Line 40,BRS-882,set,East Laura,Rack A,Shelf 1,"Shelf 7, Row 2",Row 3,Col 4,Part 52289,Western nothing simple section.,Part No G11,Hitachi 52463,SN-836812,ten,Kaylee Zamora,Valencia and Sons,Standby,Main Power,Offer follow interview rock.,22/02/2015,26/02/2018,02/08/2017,07/07/2013,23/11/2021,22/05/2024,31/01/2031,11/04/2022,3 Years,41 Years,MCCMS-374,Concern enough travel who indeed director grow.,No,Yes,Eight section look former management week explain.,Firmware 2.2,Yes,Yes,05/04/2020,17/03/2025,21/08/2022,18 Years,7 Years,19/12/2044
EQ-4935,Property Line 11,BRS-225,give,West Melissatown,Rack D,Shelf 6,"Shelf 7, Row 1",Row 3,Col 4,Part 43839,Tough situation read general able site animal.,Part No W3,Hitachi 10629,SN-727643,budget,Emily Bernard,"Chen, Mccall and Robinson",Operational,Main Power,Teach strong standard night.,13/10/2015,15/10/2023,06/08/2012,17/08/2019,17/11/2024,19/06/2018,07/05/2047,09/12/2024,4 Years,36 Years,MCCMS-632,Consumer laugh film fill line can.,No,No,Nation doctor light field away general.,Firmware 3.4,No,Yes,12/10/2025,28/04/2021,12/04/2021,5 Years,16 Years,11/07/2049
EQ-4114,Property Line 8,BRS-817,teacher,South Julie,Rack C,Shelf 8,"Shelf 7, Row 4",Row 1,Col 4,Part 34713,Try notice region hair some red.,Part No D16,Hitachi 15139,SN-987367,party,Kevin Daniels,Olson-Rodgers,Operational,Main Power,Player should yeah project must to sometimes until assume.,11/08/1995,07/12/2004,25/01/2008,13/06/2007,26/05/2023,25/01/2023,22/06/2047,02/11/2022,4 Years,12 Years,MCCMS-517,Thank upon water shake during.,No,Yes,Enter special collection western already according image.,Firmware 3.1,Yes,Yes,11/06/2021,29/10/2025,17/01/2023,6 Years,7 Years,20/06/2041
EQ-6851,Property Line 16,BRS-962,tend,Ashleymouth,Rack D,Shelf 8,"Shelf 6, Row 2",Row 1,Col 1,Part 40050,Expert use certain.,Part No L9,Hitachi 37492,SN-109265,local,Kathy Singh,"Middleton, Jordan and Page",Standby,Main Power,Note strong focus none once both.,15/01/2015,29/11/2003,14/11/2024,16/05/2016,30/09/2019,17/03/2018,01/06/2050,28/01/2020,5 Years,42 Years,MCCMS-777,While indeed charge.,No,Yes,In control here near purpose off.,Firmware 4.7,Yes,Yes,28/06/2020,19/05/2021,02/01/2023,12 Years,13 Years,12/04/2051
EQ-6122,Property Line 30,BRS-814,impact,Lake Isaac,Rack D,Shelf 6,"Shelf 5, Row 2",Row 3,Col 1,Part 29464,Hard help tax course approach hundred.,Part No F17,Hitachi 59275,SN-572061,rather,Nicholas Perez,Ferguson-Rose,Operational,Main Power,Board travel will about across pressure woman.,10/08/1997,11/05/2021,22/06/2007,16/04/2010,16/07/2024,05/04/2015,01/05/2036,08/09/2022,6 Years,24 Years,MCCMS-135,Live traditional usually official.,Yes,Yes,Wish blood such record determine impact also end.,Firmware 2.8,Yes,Yes,09/09/2021,06/03/2024,24/06/2021,5 Years,11 Years,09/02/2060
EQ-5133,Property Line 43,BRS-347,beyond,Brownfort,Rack A,Shelf 3,"Shelf 7, Row 1",Row 2,Col 2,Part 13661,Science else attack forget.,Part No N19,Hitachi 83975,SN-735653,nor,Theresa Mcgee,Peterson Ltd,Operational,Main Power,Hold real wide politics experience skin expert.,19/06/2013,15/08/2004,20/03/2024,18/12/2011,18/02/2023,03/04/2021,04/08/2035,26/02/2022,6 Years,18 Years,MCCMS-879,Reason effort stage fear professional consumer car.,No,No,Eight trade something top seven despite last around recognize community treat.,Firmware 1.8,No,No,05/03/2023,30/11/2023,11/02/2022,14 Years,17 Years,30/01/2056
EQ-7146,Property Line 42,BRS-763,company,New Jonathan,Rack A,Shelf 6,"Shelf 9, Row 1",Row 1,Col 1,Part 21613,My account room consumer or get student.,Part No J7,Hitachi 27250,SN-166061,story,Jacqueline Lara,Jackson Group,Operational,Main Power,Forward sit fine way scene.,10/01/1999,16/11/2000,21/05/2023,05/12/2024,13/12/2011,18/08/2023,20/01/2039,09/02/2020,5 Years,11 Years,MCCMS-207,Call appear mean instead.,No,Yes,Culture matter vote media such long better building beyond.,Firmware 2.0,No,No,18/07/2023,07/07/2024,16/06/2022,15 Years,17 Years,08/01/2046
EQ-8643,Property Line 35,BRS-958,collection,South Lindsay,Rack A,Shelf 4,"Shelf 9, Row 2",Row 2,Col 3,Part 32401,Investment institution artist change bit.,Part No L9,Hitachi 60217,SN-776340,if,Michelle Edwards,"Collins, Garcia and Olson",Operational,Main Power,Do success break also reflect several animal every.,12/06/2014,26/04/2003,24/04/2020,13/12/2011,26/07/2011,01/05/2024,01/09/2028,13/06/2023,3 Years,19 Years,MCCMS-373,Writer time here action.,No,No,Establish leave others knowledge nature who reality media.,Firmware 1.2,Yes,Yes,25/01/2023,03/12/2023,05/04/2021,10 Years,2 Years,20/02/2044
EQ-9470,Property Line 8,BRS-551,new,West Katherine,Rack C,Shelf 2,"Shelf 1, Row 1",Row 3,Col 4,Part 26570,Participant design agency he and boy free.,Part No L13,Hitachi 10698,SN-445209,you,Janice Dominguez,"Benitez, Johnson and Velazquez",Standby,Main Power,Itself area opportunity cost rule information.,13/10/2015,26/09/2012,12/06/2014,14/11/2023,24/02/2015,11/06/2024,12/11/2049,07/10/2024,3 Years,26 Years,MCCMS-499,Senior similar kid I.,No,No,Person skill action station purpose gas central model.,Firmware 1.5,Yes,Yes,29/08/2024,30/12/2020,21/10/2020,17 Years,19 Years,07/02/2047
EQ-2932,Property Line 19,BRS-402,again,Port Courtney,Rack D,Shelf 2,"Shelf 5, Row 1",Row 3,Col 4,Part 37564,Middle your little order look bag.,Part No E11,Hitachi 77928,SN-792863,billion,Tammy Morales,"Moreno, Dudley and Greer",Operational,Main Power,Democratic material thought good machine night both piece find.,22/12/2011,28/08/2017,03/01/2009,04/12/2007,14/09/2012,17/09/2018,06/12/2027,09/03/2024,6 Years,26 Years,MCCMS-510,Apply citizen hundred job.,No,No,Single finish foot during society on federal.,Firmware 3.7,Yes,No,17/06/2024,08/03/2021,11/07/2023,18 Years,13 Years,26/01/2052
EQ-9915,Property Line 1,BRS-145,citizen,Port Eduardobury,Rack A,Shelf 8,"Shelf 8, Row 2",Row 3,Col 2,Part 82673,Industry word manage political dog information.,Part No B8,Hitachi 88034,SN-882438,moment,Justin White,Ross and Sons,Operational,Main Power,Responsibility still happy shoulder answer.,28/09/2016,06/01/2023,07/02/2015,16/08/2011,09/09/2018,01/11/2020,07/12/2043,25/10/2020,3 Years,12 Years,MCCMS-972,Determine as into surface.,No,Yes,Reflect glass pressure nation once government scene decade pretty likely.,Firmware 2.7,No,No,25/01/2020,19/06/2021,29/10/2024,17 Years,5 Years,14/10/2045
EQ-9525,Property Line 17,BRS-445,surface,Lake Heather,Rack B,Shelf 9,"Shelf 1, Row 3",Row 1,Col 1,Part 75995,Home window serve court agency huge performance western.,Part No Q1,Hitachi 38449,SN-895598,require,Joann Jordan,Martin LLC,Operational,Main Power,Ever series exist dinner just hot will you.,03/04/1996,18/07/2017,07/01/2015,15/06/2023,31/12/2010,04/01/2021,18/07/2035,19/01/2022,5 Years,41 Years,MCCMS-741,Them top officer political deep serious system ball.,Yes,No,Authority college upon also reality billion action mother remain never.,Firmware 2.0,No,No,14/04/2024,24/02/2025,03/02/2021,8 Years,5 Years,18/11/2054
EQ-3872,Property Line 25,BRS-938,heavy,Hollyshire,Rack E,Shelf 1,"Shelf 2, Row 1",Row 2,Col 3,Part 92348,Later section point green lawyer affect painting.,Part No S14,Hitachi 43659,SN-954420,increase,Michael Gonzalez,"Hancock, Morales and Wagner",Standby,Main Power,Discussion fill size course option customer fine foot.,09/06/2007,01/12/2021,21/12/2014,28/10/2022,14/03/2018,30/11/2016,03/07/2027,25/01/2025,3 Years,26 Years,MCCMS-574,Worker carry serious recently open present computer.,Yes,No,Fall important service room for.,Firmware 1.6,No,No,14/01/2025,08/12/2022,02/07/2025,9 Years,19 Years,08/01/2059
EQ-6898,Property Line 17,BRS-176,identify,Lake Karenhaven,Rack A,Shelf 5,"Shelf 5, Row 3",Row 3,Col 2,Part 90366,Order sure performance.,Part No I12,Hitachi 39900,SN-900542,new,Jeremy Roberts,King and Sons,Operational,Main Power,Million after believe hear.,28/06/2011,17/07/2018,16/12/2014,25/07/2012,03/01/2025,07/06/2021,04/07/2032,08/02/2022,8 Years,12 Years,MCCMS-450,After lot operation audience raise.,Yes,Yes,Instead prove look wait opportunity.,Firmware 2.1,No,No,23/10/2025,15/05/2024,26/10/2023,11 Years,11 Years,04/09/2042
EQ-2908,Property Line 14,BRS-475,town,Hillfort,Rack A,Shelf 5,"Shelf 6, Row 3",Row 1,Col 3,Part 48543,Safe wrong sure past read.,Part No X6,Hitachi 61646,SN-708997,test,Darrell Golden,Pacheco-Mitchell,Standby,Main Power,Whether create staff he experience risk where trade.,10/08/2001,03/01/2019,05/12/2007,01/09/2006,30/03/2013,21/08/2017,21/08/2048,09/04/2020,7 Years,13 Years,MCCMS-581,Two once write American.,No,No,Foreign baby model church yes change small speech.,Firmware 3.0,Yes,Yes,22/08/2022,01/06/2021,15/01/2020,12 Years,6 Years,07/08/2044
EQ-5361,Property Line 12,BRS-113,force,Nicholsborough,Rack C,Shelf 5,"Shelf 8, Row 4",Row 3,Col 3,Part 95358,Matter camera song writer deep toward.,Part No L1,Hitachi 46364,SN-234434,decision,John Martin,"Pennington, Schmidt and Jones",Operational,Main Power,Billion very return surface born.,12/07/2004,10/06/2022,16/12/2020,22/05/2018,26/10/2022,30/06/2018,11/06/2040,10/05/2020,7 Years,35 Years,MCCMS-581,Front candidate difficult issue present.,Yes,Yes,Majority employee he offer save authority truth event end interesting.,Firmware 4.2,Yes,Yes,19/08/2023,07/07/2023,10/11/2025,16 Years,7 Years,08/05/2055
EQ-2541,Property Line 22,BRS-894,report,West Ashleychester,Rack C,Shelf 7,"Shelf 9, Row 3",Row 3,Col 3,Part 95255,And economic air paper.,Part No X13,Hitachi 29201,SN-858385,mouth,Patrick Moreno,Sims Ltd,Standby,Main Power,Billion usually reveal wall sometimes price personal theory culture.,11/08/1996,05/01/2019,12/03/2018,17/09/2015,25/05/2013,02/07/2024,21/06/2028,24/04/2025,6 Years,27 Years,MCCMS-793,Experience those happen between should else factor blood.,Yes,Yes,Difference foot bar wife onto.,Firmware 3.4,Yes,Yes,04/10/2025,28/01/2020,03/09/2024,9 Years,10 Years,23/08/2040
EQ-4925,Property Line 36,BRS-800,son,Lake Maryview,Rack E,Shelf 1,"Shelf 2, Row 1",Row 4,Col 2,Part 86923,Often billion less current.,Part No L4,Hitachi 48212,SN-107132,alone,Elizabeth Warner,Hall-Williams,Operational,Main Power,Form vote majority so others when cost seek.,28/06/1998,20/10/2005,29/07/2021,15/07/2014,31/07/2023,15/11/2017,09/12/2025,27/09/2025,4 Years,12 Years,MCCMS-474,Tree subject partner leg subject age.,Yes,No,President seek letter hear drop impact PM shoulder north glass.,Firmware 3.3,No,No,10/01/2021,05/07/2024,24/11/2022,14 Years,1 Years,15/09/2048
EQ-1536,Property Line 27,BRS-568,of,Lake Stacy,Rack A,Shelf 2,"Shelf 4, Row 3",Row 2,Col 3,Part 95212,Bank return large weight heart.,Part No B6,Hitachi 79646,SN-543089,kind,Cynthia Price,"Ryan, Harvey and Rosales",Standby,Main Power,Happy report challenge center large red.,01/02/2016,20/05/2008,29/03/2011,18/11/2016,18/01/2021,11/11/2016,30/11/2046,21/01/2024,4 Years,49 Years,MCCMS-595,Color road reason piece.,No,No,Option industry suffer customer federal degree.,Firmware 1.5,No,No,13/04/2023,25/02/2020,26/02/2022,4 Years,17 Years,08/06/2047
EQ-8429,Property Line 11,BRS-419,spring,Port Nicholas,Rack E,Shelf 9,"Shelf 6, Row 2",Row 4,Col 1,Part 77557,Table hope over since which despite although staff.,Part No E16,Hitachi 52412,SN-162409,perform,Brittany Sandoval,"Jacobs, Oliver and Ibarra",Standby,Main Power,Culture store let almost social trouble policy prepare south.,23/04/2002,06/11/2002,29/01/2010,31/10/2009,24/01/2015,06/05/2022,27/01/2029,18/01/2025,8 Years,39 Years,MCCMS-677,President Congress present.,No,Yes,New kitchen light material yet summer pay get.,Firmware 4.6,Yes,No,17/06/2023,05/01/2022,05/11/2022,15 Years,3 Years,08/11/2045
EQ-2453,Property Line 39,BRS-835,drug,Port Ryantown,Rack D,Shelf 2,"Shelf 5, Row 4",Row 3,Col 2,Part 17158,Practice road fall operation.,Part No K18,Hitachi 71821,SN-256837,staff,Linda Arias,"Rodriguez, Horton and Hoffman",Operational,Main Power,Everyone effect walk cut ready beyond set.,16/04/2014,22/11/2002,01/06/2017,02/09/2016,29/01/2022,21/01/2017,14/05/2043,23/08/2022,1 Years,26 Years,MCCMS-322,Debate south church describe.,Yes,Yes,Arrive quite southern huge live art help yeah fast.,Firmware 1.5,Yes,No,05/07/2025,06/01/2025,28/07/2020,9 Years,4 Years,24/11/2042
EQ-9720,Property Line 11,BRS-469,cell,Sherryview,Rack B,Shelf 6,"Shelf 3, Row 3",Row 2,Col 1,Part 77555,Fish whatever produce.,Part No S15,Hitachi 12394,SN-830249,natural,Kenneth Ball,"Sanders, Patton and Farmer",Standby,Main Power,Common same three hope bed mouth feeling include cold.,09/01/2012,12/09/2000,21/12/2013,12/11/2014,03/12/2010,25/06/2015,02/08/2041,11/05/2020,6 Years,21 Years,MCCMS-815,Account the season actually rich.,Yes,Yes,Read leave happy rich firm try especially reveal bag really.,Firmware 2.8,No,No,01/05/2024,06/01/2022,09/04/2021,13 Years,12 Years,16/05/2057
EQ-2452,Property Line 26,BRS-904,adult,Richview,Rack E,Shelf 1,"Shelf 2, Row 1",Row 4,Col 3,Part 73511,Dinner several third page southern.,Part No V17,Hitachi 90764,SN-934930,wide,Lisa Campbell,"Hernandez, Brown and Cole",Operational,Main Power,Only stage answer focus.,01/11/1997,15/05/2018,07/01/2013,27/02/2011,15/07/2023,10/01/2025,24/01/2027,14/10/2022,8 Years,24 Years,MCCMS-178,Side rock Mr part.,No,No,Unit past ago right million evening.,Firmware 3.0,No,Yes,04/08/2023,14/10/2024,03/04/2022,12 Years,2 Years,02/05/2043
EQ-5358,Property Line 42,BRS-740,two,Chadbury,Rack D,Shelf 7,"Shelf 2, Row 4",Row 3,Col 1,Part 94301,Public care effect investment the bad as firm.,Part No M10,Hitachi 75638,SN-314934,world,Aaron Murphy,Morris Group,Operational,Main Power,Though woman class sell place.,01/07/2005,05/08/2004,02/12/2015,10/09/2012,23/03/2021,04/10/2023,20/02/2041,24/10/2025,9 Years,38 Years,MCCMS-787,These his tax have.,No,No,Decision matter fight upon student require even sound forward table.,Firmware 3.8,No,No,06/09/2021,20/07/2024,29/03/2020,5 Years,4 Years,30/11/2051
EQ-7060,Property Line 45,BRS-854,imagine,East Matthewfort,Rack A,Shelf 7,"Shelf 4, Row 1",Row 3,Col 3,Part 94617,Great few door ever someone practice dinner.,Part No R1,Hitachi 67540,SN-845135,back,Mr. Ricardo Anderson,"Lutz, Campbell and Sullivan",Operational,Main Power,Party behavior many thus hundred expert choose majority.,20/01/2017,01/12/2002,29/04/2006,04/12/2016,30/12/2024,20/11/2022,25/11/2044,02/08/2020,3 Years,15 Years,MCCMS-584,Price parent large reduce watch throughout beautiful.,No,No,People agree western ever right through show popular.,Firmware 4.1,Yes,Yes,27/12/2023,15/09/2024,15/05/2023,7 Years,1 Years,08/07/2040
EQ-6967,Property Line 10,BRS-974,listen,Davisfort,Rack E,Shelf 2,"Shelf 9, Row 1",Row 1,Col 4,Part 85097,Property into activity draw officer.,Part No V19,Hitachi 32669,SN-151287,break,Paul Johnson,"Hoffman, Peters and Morton",Operational,Main Power,Condition education game return discover ground often management.,15/02/1999,26/01/2006,21/11/2023,28/10/2014,12/04/2013,24/10/2016,08/04/2049,03/01/2023,3 Years,28 Years,MCCMS-698,Bag above economic old too fear project.,No,No,Character either open turn poor simple.,Firmware 2.3,No,Yes,15/07/2024,09/10/2021,24/04/2020,10 Years,2 Years,28/01/2045
